名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值
2017VIP·战狼	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	10	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
银甲玄彘	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
银甲玄彘	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
银甲玄彘	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
银甲玄彘	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
银甲玄彘	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
银甲玄彘	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	6	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
银甲玄彘	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	7	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
银甲玄彘	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	8	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
银甲玄彘	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	9	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
银甲玄彘	0	10	37	\spr\item\equip\horse\horse047.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	10	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
惊帆	0	10	38	\spr\item\equip\horse\horse003.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	1	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
惊帆	0	10	38	\spr\item\equip\horse\horse003.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	2	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
惊帆	0	10	38	\spr\item\equip\horse\horse003.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	3	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
惊帆	0	10	38	\spr\item\equip\horse\horse003.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	4	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
惊帆	0	10	38	\spr\item\equip\horse\horse003.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	5	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
惊帆	0	10	38	\spr\item\equip\horse\horse003.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	6	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
惊帆	0	10	38	\spr\item\equip\horse\horse003.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	7	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
惊帆	0	10	38	\spr\item\equip\horse\horse003.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	8	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
惊帆	0	10	38	\spr\item\equip\horse\horse003.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	9	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
惊帆	0	10	38	\spr\item\equip\horse\horse003.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	10	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
赤尾金饰	0	10	39	\spr\item\equip\horse\horse050.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	1	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
赤尾金饰	0	10	39	\spr\item\equip\horse\horse050.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	2	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
赤尾金饰	0	10	39	\spr\item\equip\horse\horse050.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	3	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
赤尾金饰	0	10	39	\spr\item\equip\horse\horse050.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	4	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
赤尾金饰	0	10	39	\spr\item\equip\horse\horse050.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	5	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
赤尾金饰	0	10	39	\spr\item\equip\horse\horse050.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	6	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
赤尾金饰	0	10	39	\spr\item\equip\horse\horse050.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	7	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
赤尾金饰	0	10	39	\spr\item\equip\horse\horse050.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	8	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
赤尾金饰	0	10	39	\spr\item\equip\horse\horse050.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	9	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
赤尾金饰	0	10	39	\spr\item\equip\horse\horse050.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	10	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
雪舞银饰	0	10	40	\spr\item\equip\horse\horse051.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	1	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
雪舞银饰	0	10	40	\spr\item\equip\horse\horse051.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	2	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
雪舞银饰	0	10	40	\spr\item\equip\horse\horse051.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	3	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
雪舞银饰	0	10	40	\spr\item\equip\horse\horse051.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	4	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
雪舞银饰	0	10	40	\spr\item\equip\horse\horse051.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	5	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
雪舞银饰	0	10	40	\spr\item\equip\horse\horse051.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	6	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
雪舞银饰	0	10	40	\spr\item\equip\horse\horse051.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	7	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
雪舞银饰	0	10	40	\spr\item\equip\horse\horse051.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	8	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
雪舞银饰	0	10	40	\spr\item\equip\horse\horse051.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	9	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
雪舞银饰	0	10	40	\spr\item\equip\horse\horse051.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	10	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
墨韵金饰	0	10	41	\spr\item\equip\horse\horse052.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	1	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
墨韵金饰	0	10	41	\spr\item\equip\horse\horse052.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	2	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
墨韵金饰	0	10	41	\spr\item\equip\horse\horse052.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	3	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
墨韵金饰	0	10	41	\spr\item\equip\horse\horse052.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	4	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
墨韵金饰	0	10	41	\spr\item\equip\horse\horse052.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	5	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
墨韵金饰	0	10	41	\spr\item\equip\horse\horse052.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	6	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
墨韵金饰	0	10	41	\spr\item\equip\horse\horse052.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	7	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
墨韵金饰	0	10	41	\spr\item\equip\horse\horse052.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	8	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
墨韵金饰	0	10	41	\spr\item\equip\horse\horse052.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	9	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
墨韵金饰	0	10	41	\spr\item\equip\horse\horse052.spr	40	2	3	曹真有快马，名为惊帆，言其驰骤如烈风之举帆疾也。	5	500000	10	0	111	100%	100%	93	1000	1000	233	500	500	150	500	500	241	10	10							36	150										
五行阵首通·雪域战狼	0	10	42	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
五行阵首通·雪域战狼	0	10	42	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
五行阵首通·雪域战狼	0	10	42	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
五行阵首通·雪域战狼	0	10	42	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
五行阵首通·雪域战狼	0	10	42	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
五行阵首通·雪域战狼	0	10	42	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	6	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
五行阵首通·雪域战狼	0	10	42	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	7	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
五行阵首通·雪域战狼	0	10	42	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	8	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
五行阵首通·雪域战狼	0	10	42	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	9	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
五行阵首通·雪域战狼	0	10	42	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	10	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
飒露紫	0	10	43	\spr\item\equip\horse\horse045.spr	40	2	3	2020年竞拍夜宝驹。昭陵六骏之一，紫燕超跃，骨腾神骏，气詟三川，威凌八阵。	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
飒露紫	0	10	43	\spr\item\equip\horse\horse045.spr	40	2	3	2020年竞拍夜宝驹。昭陵六骏之一，紫燕超跃，骨腾神骏，气詟三川，威凌八阵。	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
飒露紫	0	10	43	\spr\item\equip\horse\horse045.spr	40	2	3	2020年竞拍夜宝驹。昭陵六骏之一，紫燕超跃，骨腾神骏，气詟三川，威凌八阵。	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
飒露紫	0	10	43	\spr\item\equip\horse\horse045.spr	40	2	3	2020年竞拍夜宝驹。昭陵六骏之一，紫燕超跃，骨腾神骏，气詟三川，威凌八阵。	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
飒露紫	0	10	43	\spr\item\equip\horse\horse045.spr	40	2	3	2020年竞拍夜宝驹。昭陵六骏之一，紫燕超跃，骨腾神骏，气詟三川，威凌八阵。	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
飒露紫	0	10	43	\spr\item\equip\horse\horse045.spr	40	2	3	2020年竞拍夜宝驹。昭陵六骏之一，紫燕超跃，骨腾神骏，气詟三川，威凌八阵。	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
飒露紫	0	10	43	\spr\item\equip\horse\horse045.spr	40	2	3	2020年竞拍夜宝驹。昭陵六骏之一，紫燕超跃，骨腾神骏，气詟三川，威凌八阵。	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
飒露紫	0	10	43	\spr\item\equip\horse\horse045.spr	40	2	3	2020年竞拍夜宝驹。昭陵六骏之一，紫燕超跃，骨腾神骏，气詟三川，威凌八阵。	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
飒露紫	0	10	43	\spr\item\equip\horse\horse045.spr	40	2	3	2020年竞拍夜宝驹。昭陵六骏之一，紫燕超跃，骨腾神骏，气詟三川，威凌八阵。	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
飒露紫	0	10	43	\spr\item\equip\horse\horse045.spr	40	2	3	2020年竞拍夜宝驹。昭陵六骏之一，紫燕超跃，骨腾神骏，气詟三川，威凌八阵。	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域银魂	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	2020年竞拍夜宝驹。昭陵六骏之一，紫燕超跃，骨腾神骏，气詟三川，威凌八阵。	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域银魂	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域银魂	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域银魂	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域银魂	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域银魂	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域银魂	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域银魂	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域银魂	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域银魂	0	10	44	\spr\item\equip\horse\horse085.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域赤角	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域赤角	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域赤角	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域赤角	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域赤角	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域赤角	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域赤角	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域赤角	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域赤角	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域赤角	0	10	45	\spr\item\equip\horse\horse086.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域金角	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域金角	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域金角	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域金角	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域金角	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域金角	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域金角	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域金角	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域金角	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域金角	0	10	46	\spr\item\equip\horse\horse087.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域战魂	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域战魂	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域战魂	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域战魂	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域战魂	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域战魂	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域战魂	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域战魂	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域战魂	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
雪域战魂	0	10	47	\spr\item\equip\horse\horse088.spr	40	2	3	传说中生活在祁连雪峰上的牦牛，头角峥嵘 四蹄生风。	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
出岫轻云	0	10	48	\spr\item\equip\horse\horse089.spr	40	2	3	2021年竞拍夜坐骑。深溪蓄翠，幽岫含云，云深见鹿。	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
