名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)	是否需要使用目标	物品最大叠放值	要求等级相同	要求五行相同	要求幸运相同	要求MagicLevel1相同	要求MagicLevel2相同	要求MagicLevel3相同	要求MagicLevel4相同	要求MagicLevel5相同	要求MagicLevel6相同
角色转移凭证	6	1	5234	\spr\obj\item\huangjincaipiao.spr	41	1	1	通过转出角色审核的大侠，右键使用可获得角色转移资格。可与转受方组队，找礼官申请角色转移。		0	1	0	\script\item\activityitem.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
秘泉之水宝箱	6	1	5235	\spr\item\script\yunyoulihe.spr	433	1	1	右键点击可获得10个可叠加的<color=gold>秘泉之水<color>。		0	1	0	\script\item\item_waterpack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
经验	6	1	5236	\spr\item\exp.spr	41	1	1	用于提升角色等级。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
狂澜	6	1	5237	\spr\item\script\shipin\shipin6.spr	36	1	1	<color=Yellow>怒浪狂澜，谁能沧海横流。<color><enter>攻击力增加。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
龙胆	6	1	5238	\spr\item\script\shipin\shipin19.spr	36	1	1	<color=Yellow>血染征袍透甲红，天下谁敢与争锋。<color><enter>对攻击技能加成增加。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
流萤	6	1	5239	\spr\item\script\shipin\shipin18.spr	36	1	1	<color=Yellow>配于轻罗小扇、薄袖柔裳之上，如黯淡星光。<color><enter>抵消伤害增加。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
限定·炎凰面具	6	1	5240	\spr\item\equip\mask\vipmask.spr	377	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升，抽奖活动限定装备。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
限定·至尊印鉴	6	1	5241	\spr\item\tianziyuxi.spr	41	1	1	只有睥睨天下的强者才配拥有的至尊印鉴，佩戴后可获得强大的五行之力。其中隐隐流动的气息似乎与天王心法相合，抽奖活动限定装备。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
限定·无极披风	6	1	5242	\spr\item\equip\pifengtubiao\pifeng_10.spr	41	1	1	无极，无有一极也，无有不及也，抽奖活动限定装备。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
龙战于野·剑耀	6	1	5243	\spr\item\script\shipin\shipin4.spr	36	1	1	<color=Yellow>剑侠逐鹿争天下，龙战于野耀九州。<enter>高手去哪儿·选拔赛纪念。<color>		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
功名簿（包）	6	1	5244	\spr\item\obj_item_libaolan.spr	41	1	1	右键点击可获得10个有效期30天的功名簿。		0	1	0	\script\item\item_gongmingpack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
武穆宝藏礼包	6	1	5245	\spr\item\script\item_chrismasbox.spr	41	1	1	<color=yellow>“武穆宝藏”抽奖限定礼包。<color>使用后可以获得抽奖活动赠送的珍贵道具。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
秘泉之水·礼	6	1	5246	\spr\item\qixi_2006\shuangqishui.spr	41	1	1	右键点击可获得1个可叠加的<color=gold>秘泉之水<color>。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
一箱珍惜古书	6	1	5247	\spr\item\script\zhongqiu_jieri\200909\wanbanxiang.spr	41	1	1	一箱珍惜古书，打开可获得50个叠加的珍惜古书，可以与活动大使兑换乾坤霹雳弹。		0	1	0	\script\activitysys\config\156\fifty_item.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
称号-剑耀九州	6	1	5248	\spr\item\script\wuxuejinyao.spr	385	1	1	右键点击使用，可获得称号。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
九阳正气丹	6	1	5249	\spr\item\medecine\jiuyangzhengqidan.spr	41	1	1	神奇的丹药，蕴含着天地之正气，服用后能使功力大增，直接将角色等级提升至120级，只有100级至120级的侠士才能服用。		0	1	0	\script\item\activityitem.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
福包兑奖券	6	1	5250	\spr\item\zhuanling\符纸1.spr	36	1	1	印有官方防伪标记的奖券，可以用其向临安<color=Yellow>周年活动使者<color>兑换各种<color=Yellow>福包<color>，包括挂饰福包、五行印福包等等。奖券可通过领取<color=green>活跃奖励<color>或者使用<color=green>周年礼包<color>获得。		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
经验福包	6	1	5251	\spr\item\script\other\jinmalibao.spr	36	1	1	<color=Yellow>十七年剑侠情缘风雨路，幸甚有你。<color><enter>使用后可以随机获得大量经验。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
玄金福包	6	1	5252	\spr\item\script\other\jinmalibao.spr	36	1	1	<color=Yellow>十七年剑侠情缘风雨路，幸甚有你。<color><enter>使用后可以随机获得不同数量的玄金矿石（大）或者玄金矿石（特大）。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
星玉福包	6	1	5253	\spr\item\script\other\jinmalibao.spr	36	1	1	<color=Yellow>十七年剑侠情缘风雨路，幸甚有你。<color><enter>使用后可以随机获得不同数量的星玉。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
五行印福包	6	1	5254	\spr\item\script\other\jinmalibao.spr	36	1	1	<color=Yellow>十七年剑侠情缘风雨路，幸甚有你。<color><enter>使用后可以随机获得不同数量的五行原石或者破碎的宋金功勋章。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
挂饰福包	6	1	5255	\spr\item\script\other\jinmalibao.spr	36	1	1	<color=Yellow>十七年剑侠情缘风雨路，幸甚有你。<color><enter>使用后可以随机获得不同数量的黑石或者黑玉石。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
剑侠礼包	6	1	5256	\spr\item\script\weizhulibao.spr	36	1	1	<color=Yellow>等级150级及以上的侠士才可使用，每人限制使用一次。<color>使用后可以获得10个真/玄元丹，10个护/定脉丹，12个黑石，1个转灵大礼包，2个换镖凭证，2个高级派遣令和1张<color=green>福包兑奖券<color>。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
情缘礼包	6	1	5257	\spr\item\script\weizhulibao.spr	36	1	1	<color=Yellow>等级150级及以上的侠士才可使用，每人限制使用一次。<color>使用后可以获得30个真/玄元丹，30个护/定脉丹，40个黑石，20个黑玉石，1个转灵大礼包，5个换镖凭证，5个高级派遣令和2张<color=green>福包兑奖券<color>。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
风雨礼包	6	1	5258	\spr\item\script\weizhulibao.spr	36	1	1	<color=Yellow>等级150级及以上的侠士才可使用，每人限制使用一次。<color>使用后可以获得40个真/玄元丹，40个护/定脉丹，5个大真/玄元丹，50个黑石，30个黑玉石，2个转灵大礼包，8个换镖凭证，8个高级派遣令和5张<color=green>福包兑奖券<color>。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
有你礼包	6	1	5259	\spr\item\script\weizhulibao.spr	36	1	1	<color=Yellow>等级150级及以上的侠士才可使用，每人限制使用一次。<color>使用后可以获得50个真/玄元丹，50个护/定脉丹，10个大真/玄元丹，60个黑石，40个黑玉石，5个转灵大礼包，1个<color=green>高级押镖委任状<color>，10个派遣令和8张<color=green>福包兑奖券<color>。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
国庆礼花	6	1	5260	\spr\item\script\shangshilihua.spr	334	1	1	<color=Yellow>武林盟庆国庆。<color><enter>右键使用后可获得丰厚的奖励，并获得<color=green>国庆庆典BUFF<color>。该BUFF状态下完成每日推荐任务时可获得双倍武林侠义赏奖励，buff在10月7号24点过期。		0	1	1	\script\activitysys\config\182\item_fireworks.lua	687	1	1	0	1		50	0	0	0	0	0	0	0	0	0
国庆礼结	6	1	5261	\spr\item\script\shipin\shipin14.spr	36	1	1	<color=Yellow>武林盟庆国庆。<color><enter>集齐7个国庆礼结可以向临安国庆活动使者兑换<color=green>神秘状态<color>和<color=green>国庆回馈礼包<color>奖励。		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
国庆回馈礼包	6	1	5262	\spr\item\obj_item_giftb.spr	41	1	1	<color=Yellow>武林盟庆国庆。<color><enter>赠予与武林盟欢度国庆的武林侠士，使用后可以获得20个绑定的<color=green>黑石<color>。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
体服积分赛礼包	6	1	5263	\spr\item\obj_item_giftb.spr	41	1	1	<color=Yellow>【高手去哪儿】体服单人积分赛限定礼包。<color><enter>赠予在高手去哪儿体服积分赛中表现突出的大侠的礼物，使用后可以获得5个兄弟情深，5个高级派遣令，20个黑石，10个黑玉石以及5个黑石礼包。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
高手去哪儿·汗血龙驹	6	1	5264	\spr\item\songjin\token.spr	385	1	1	<color=yellow>高手去哪儿活动限定冠军坐骑。<color>		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
指挥官助力礼包	6	1	5265	\spr\item\obj_item_giftb.spr	41	1	1	<color=Yellow>助力指挥，争拔头筹！<color><enter><color=Yellow>等级170级及以上(转生不限等级)的侠士才可使用。<color>使用后可以获得大量经验、<color=green>金锭<color>以及黑石或五行原石等随机道具奖励。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
精英指挥礼盒	6	1	5266	\spr\item\script\weizhulibao.spr	41	1	1	<color=yellow>指挥官活动专属。<color><enter>使用后可以获得<color=green>精英指挥<color>专属的丰富奖励！		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
决胜千里礼盒	6	1	5267	\spr\item\script\weizhulibao.spr	41	1	1	<color=yellow>指挥官活动专属。<color><enter>使用后可以获得<color=green>决胜千里<color>专属的丰富奖励！		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
运筹帷幄礼盒	6	1	5268	\spr\item\script\weizhulibao.spr	41	1	1	<color=yellow>指挥官活动专属。<color><enter>使用后可以获得<color=green>运筹帷幄<color>专属的丰富奖励！		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
装备礼盒·决胜千里	6	1	5269	\spr\item\script\item_chrismasbox.spr	41	1	1	<color=yellow>指挥官活动专属。<color><enter>使用后可以获得<color=green>决胜千里<color>专属的装备套装奖励！		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
装备礼盒·运筹帷幄	6	1	5270	\spr\item\script\item_chrismasbox.spr	41	1	1	<color=yellow>指挥官活动专属。<color><enter>使用后可以获得<color=green>运筹帷幄<color>专属的装备套装奖励！		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
马牌-惊帆·决胜千里	6	1	5271	\spr\item\songjin\token.spr	385	1	1	<color=yellow>指挥官活动限定坐骑。<color><enter>右键点击使用，可获得一匹30天的惊帆·决胜千里。		0	1	0	\script\item\market_pack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
马牌-惊帆·运筹帷幄	6	1	5272	\spr\item\songjin\token.spr	385	1	1	<color=yellow>指挥官活动限定坐骑。<color><enter>右键点击使用，可获得一匹30天的惊帆·运筹帷幄。		0	1	0	\script\item\market_pack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
金锭	6	1	5273	\spr\item\questkey\obj_item_cardg.spr	41	1	1	昂贵的货币，可以用于<color=green>拍卖行<color>竞拍物品或直接在暴爷<color=green>金锭商铺<color>购买物品。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
日曜令	6	1	5274	\spr\item\script\riyaoling.spr	385	1	1	日曜套装令牌，可前往临安神秘铁匠处兑换日曜套装中的任意一件。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
日曜锦囊	6	1	5275	\spr\item\script\riyaojinnang.spr	41	1	1	需要600个精炼石打开，打开后获得一个日曜令		0	1	0	\script\item\jinnang\riyao.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
银两	6	1	5276	\spr\item\questkey\obj_item_cards.spr	41	1	1	世界通用货币，可通过思过崖、恶狼来袭、充值促销、钱庄兑换或市场交易等方式获取。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
千足银	6	1	5277	\spr\item\script\zhuanshendan.spr	41	1	1	高纯度白银，一颗价值<color=green>一千万两银子<color>，可以在<color=yellow>强化玄金装备<color>时使用。		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
精铁矿[2级]	6	1	5278	\spr\item\jingtiekuang2.spr	333	1	1	高品质的纹钢矿石。右键点击后可以随机获得<color=green>品质3至品质5<color>的某一种纹钢。		0	1	1	\script\item\item_jingtiekuang.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
精铁矿[3级]	6	1	5279	\spr\item\jingtiekuang3.spr	333	1	1	高品质的纹钢矿石。右键点击后可以随机获得<color=green>品质4至品质6<color>的某一种纹钢。		0	1	1	\script\item\item_jingtiekuang.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
精铁矿·绑[1级]	6	1	5280	\spr\item\jingtiekuang1.spr	333	1	1	高品质的纹钢矿石。右键点击后可以随机获得<color=green>品质2至品质4<color>的某一种<color=yellow>绑定<color>纹钢。<enter><color=red>注意：绑定纹钢不可升级。<color>		0	1	1	\script\item\item_jingtiekuang.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
精铁矿·绑[2级]	6	1	5281	\spr\item\jingtiekuang2.spr	333	1	1	高品质的纹钢矿石。右键点击后可以随机获得<color=green>品质3至品质5<color>的某一种<color=yellow>绑定<color>纹钢。<enter><color=red>注意：绑定纹钢不可升级。<color>		0	1	1	\script\item\item_jingtiekuang.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
精铁矿·绑[3级]	6	1	5282	\spr\item\jingtiekuang3.spr	333	1	1	高品质的纹钢矿石。右键点击后可以随机获得<color=green>品质4至品质6<color>的某一种<color=yellow>绑定<color>纹钢。<enter><color=red>注意：绑定纹钢不可升级。<color>		0	1	1	\script\item\item_jingtiekuang.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
江湖忠勇赏·壹	6	1	5283	\spr\item\script\baoxiang_mu.spr	367	1	1	奖赏给江湖忠勇之士的宝箱，使用后可以随机获得<color=green>饰品碎片<color>、<color=green>千足银<color>、<color=green>玄金矿石<color>等珍贵道具，亦可花费金锭打开获得双倍奖励！		0	1	1	\script\global\commonaward\item_guaranteedpack.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
江湖忠勇赏·贰	6	1	5284	\spr\item\script\baoxiang_mu.spr	367	1	1	奖赏给江湖忠勇之士的宝箱，使用后可以随机获得<color=green>饰品碎片<color>、<color=green>千足银<color>、<color=green>玄金矿石<color>等珍贵道具，亦可花费金锭打开获得双倍奖励！		0	1	1	\script\global\commonaward\item_guaranteedpack.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
江湖忠勇赏·叁	6	1	5285	\spr\item\script\baoxiang_tong.spr	367	1	1	奖赏给江湖忠勇之士的宝箱，使用后可以随机获得<color=green>饰品碎片<color>、<color=green>千足银<color>、<color=green>玄金矿石<color>等珍贵道具，亦可花费金锭打开获得双倍奖励！		0	1	1	\script\global\commonaward\item_guaranteedpack.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
江湖忠勇赏·肆	6	1	5286	\spr\item\script\baoxiang_tong.spr	367	1	1	奖赏给江湖忠勇之士的宝箱，使用后可以随机获得<color=green>饰品碎片<color>、<color=green>千足银<color>、<color=green>玄金矿石<color>等珍贵道具，亦可花费金锭打开获得双倍奖励！		0	1	1	\script\global\commonaward\item_guaranteedpack.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
江湖忠勇赏·伍	6	1	5287	\spr\item\script\baoxiang_yin.spr	367	1	1	奖赏给江湖忠勇之士的宝箱，使用后可以随机获得<color=green>饰品碎片<color>、<color=green>千足银<color>、<color=green>玄金矿石<color>等珍贵道具，亦可花费金锭打开获得双倍奖励！		0	1	1	\script\global\commonaward\item_guaranteedpack.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
江湖忠勇赏·陆	6	1	5288	\spr\item\script\baoxiang_yin.spr	367	1	1	奖赏给江湖忠勇之士的宝箱，使用后可以随机获得<color=green>饰品碎片<color>、<color=green>千足银<color>、<color=green>玄金矿石<color>等珍贵道具，亦可花费金锭打开获得双倍奖励！		0	1	1	\script\global\commonaward\item_guaranteedpack.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
江湖忠勇赏·柒	6	1	5289	\spr\item\script\baoxiang_jin.spr	367	1	1	奖赏给江湖忠勇之士的宝箱，使用后可以随机获得<color=green>饰品碎片<color>、<color=green>千足银<color>、<color=green>玄金矿石<color>等珍贵道具，亦可花费金锭打开获得双倍奖励！		0	1	1	\script\global\commonaward\item_guaranteedpack.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
江湖忠勇赏·捌	6	1	5290	\spr\item\script\baoxiang_jin.spr	367	1	1	奖赏给江湖忠勇之士的宝箱，使用后可以随机获得<color=green>饰品碎片<color>、<color=green>千足银<color>、<color=green>玄金矿石<color>等珍贵道具，亦可花费金锭打开获得双倍奖励！		0	1	1	\script\global\commonaward\item_guaranteedpack.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
江湖忠勇赏·玖	6	1	5291	\spr\item\script\baoxiang_baijin.spr	367	1	1	奖赏给江湖忠勇之士的宝箱，使用后可以随机获得<color=green>饰品碎片<color>、<color=green>千足银<color>、<color=green>玄金矿石<color>等珍贵道具，亦可花费金锭打开获得双倍奖励！		0	1	1	\script\global\commonaward\item_guaranteedpack.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
江湖忠勇赏·拾	6	1	5292	\spr\item\script\baoxiang_baijin.spr	367	1	1	奖赏给江湖忠勇之士的宝箱，使用后可以随机获得<color=green>饰品碎片<color>、<color=green>千足银<color>、<color=green>玄金矿石<color>等珍贵道具，亦可花费金锭打开获得双倍奖励！		0	1	1	\script\global\commonaward\item_guaranteedpack.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
挂饰升级大礼包	6	1	5293	\spr\item\obj_item_giftb.spr	41	1	1	<color=yellow>具有回归资格的大侠可以购买，每人最多打开两个，不可交易。<color>回馈老友，助力变强！打开后可以获得100个黑石。		0	1	0	\script\activitysys\config\175\item_DiscoutPack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
1元超值宝箱	6	1	5294	\spr\item\script\xinshibaoxiang.spr	367	1	1	<color=yellow>每日礼包<color><enter>装有超值好礼的宝箱，打开后可以获得<color=green>4千金锭<color>。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
3元超值宝箱	6	1	5295	\spr\item\script\yubibaoxiang.spr	367	1	1	<color=yellow>每日礼包<color><enter>装有超值好礼的宝箱，打开后可以获得<color=green>9千金锭<color>。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
6元超值宝箱	6	1	5296	\spr\item\script\yandibaoxiang.spr	367	1	1	<color=yellow>每日礼包<color><enter>装有超值好礼的宝箱，打开后可以获得<color=green>1万2千金锭<color>。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
马牌-高手去哪儿·汗血龙驹	6	1	5297	\spr\item\songjin\token.spr	385	1	1	<color=yellow>高手去哪儿活动限定冠军坐骑<enter><color>右键点击使用，可获得一匹有效期1年的<color=gold>高手去哪儿·汗血龙驹<color>。		0	1	0	\script\item\market_pack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
淬炼石	6	1	5298	\spr\item\script\cuilianshi.spr	372	1	1	很难得的一种矿石。可找扬州铁匠学徒消耗4000个淬炼石将月阙三阶装备淬炼为日曜装备。		0	1	1	\script\item\noscript.lua	0	1	1	0	1		500	0	0	0	0	0	0	0	0	0
完美·耀阳石	6	1	5299	\spr\item\fusion\dahon.spr	372	1	1	很难得的一种矿石，由驳杂·耀阳石淬炼而成。可找扬州铁匠学徒消耗1个完美·耀阳石将月阙三阶装备淬炼为日曜装备。		0	1	1	\script\item\noscript.lua	0	1	1	0	1		250	0	0	0	0	0	0	0	0	0
冬日暖心礼包	6	1	5300	\spr\item\script\weizhulibao.spr	36	1	1	<color=Yellow>等级150级及以上的侠士才可使用，每人限制使用一次。<color>使用后可以获得2W金锭，20个真/玄元丹，20个护/定脉丹，40个黑石，1个纹饰，27个铸铁，2个换镖凭证和2个高级派遣令。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
冬日幸运礼包	6	1	5301	\spr\item\script\weizhulibao.spr	36	1	1	<color=Yellow>等级150级及以上的侠士才可使用，每人限制使用一次。<color>使用后可以获得3W金锭，40个真/玄元丹，40个护/定脉丹，60个黑石，30个黑玉石，1个纹饰，48个铸铁，5个换镖凭证和5个高级派遣令。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
冬日梦幻礼包	6	1	5302	\spr\item\script\weizhulibao.spr	36	1	1	<color=Yellow>等级150级及以上的侠士才可使用，每人限制使用一次。<color>使用后可以获得5W金锭，60个真/玄元丹，60个护/定脉丹，5个大真/玄元丹，80个黑石，40个黑玉石，2个纹饰，78个铸铁，10个换镖凭证和10个高级派遣令。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
冬日狂欢礼包	6	1	5303	\spr\item\script\weizhulibao.spr	36	1	1	<color=Yellow>等级150级及以上的侠士才可使用，每人限制使用一次。<color>使用后可以获得7W金锭，80个真/玄元丹，80个护/定脉丹，5个大真/玄元丹，100个黑石，50个黑玉石，2个纹饰，117个铸铁，1个高级押镖委任状和10个高级派遣令。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
玄金周礼包·小	6	1	5304	\spr\item\obj_item_gifts.spr	41	1	1	<color=yellow>等级150级及以上的侠士才可使用，每周限制使用一次。<color>使用后可以获得5个玄金矿石（特大）。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
玄金周礼包·大	6	1	5305	\spr\item\script\item_chrismasbox.spr	41	1	1	<color=yellow>等级150级及以上的侠士才可使用，每周限制使用一次。<color>使用后可以获得10个玄金矿石（特大）。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
星玉周礼包·小	6	1	5306	\spr\item\obj_item_gifts.spr	41	1	1	<color=yellow>等级150级及以上的侠士才可使用，每周限制使用一次。<color>使用后可以获得100个星玉。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
星玉周礼包·大	6	1	5307	\spr\item\script\item_chrismasbox.spr	41	1	1	<color=yellow>等级150级及以上的侠士才可使用，每周限制使用一次。<color>使用后可以获得150个星玉。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
经脉周礼包·小	6	1	5308	\spr\item\obj_item_gifts.spr	41	1	1	<color=yellow>等级150级及以上的侠士才可使用，每周限制使用一次。<color>使用后可以获得10个真/玄元丹和10个护/定脉丹。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
经脉周礼包·大	6	1	5309	\spr\item\script\item_chrismasbox.spr	41	1	1	<color=yellow>等级150级及以上的侠士才可使用，每周限制使用一次。<color>使用后可以获得20个真/玄元丹和20个护/定脉丹。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
转灵周礼包·小	6	1	5310	\spr\item\obj_item_gifts.spr	41	1	1	<color=yellow>等级150级及以上的侠士才可使用，每周限制使用一次。<color>使用后可以获得5个有效期7天的转灵丹·海纳百川。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
转灵周礼包·大	6	1	5311	\spr\item\script\item_chrismasbox.spr	41	1	1	<color=yellow>等级150级及以上的侠士才可使用，每周限制使用一次。<color>使用后可以获得10个有效期7天的转灵丹·海纳百川。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
宋金功勋周礼包	6	1	5312	\spr\item\script\item_chrismasbox.spr	41	1	1	<color=yellow>等级150级及以上的侠士才可使用，每周限制使用一次。<color>使用后可以获得1个破碎的宋金功勋章。		0	1	1	\script\item\giftpack_common.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
马牌-飒露紫	6	1	5313	\spr\item\songjin\token.spr	385	1	1	<color=yellow>2020年竞拍夜宝驹。<color>使用后可获得坐骑-飒露紫，坐骑有效期至2021年12月12日。		0	1	0	\script\item\market_pack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
光环-蓝灵紫鉴	6	1	5314	\spr\item\script\wuxuejinyao.spr	385	1	1	<color=yellow>2020年竞拍夜光环。<color>使用后获得所有技能等级+1光环，光环有效期至2021年12月12日。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
天下第一帮正赛经脉礼包（大）	6	1	5315	\spr\item\obj_item_giftb.spr	41	1	1	<color=yellow>天下第一帮比赛专属奖励<color><enter>打开后根据经脉系统开放情况和个人经脉成长情况可以获得<color=green>10个大真元丹/大玄元丹，100个真元丹/玄元丹，100个护脉丹/定脉丹<color>！		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
天下第一帮正赛经脉礼包（小）	6	1	5316	\spr\item\obj_item_gifts.spr	41	1	1	<color=yellow>天下第一帮比赛专属奖励<color><enter>打开后根据经脉系统开放情况和个人经脉成长情况可以获得<color=green>5个大真元丹/大玄元丹，50个真元丹/玄元丹，50个护脉丹/定脉丹<color>！		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
速效150级技能白驹丸（10个装）	6	1	5317	\spr\item\medecine\baijuwan_skill.spr	19	1	1	右键使用获得10个绑定的速效150级技能白驹丸。		0	1	0	\script\item\giftpack_common.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
