Ãû³Æ	µÀ¾ßÖÖÀà	¾ßÌåÀà±ð	ÏêÏ¸Àà±ð	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1(0¼¶)	Ä§·¨ÊôÐÔË÷Òý1(10¼¶)	Ä§·¨ÊôÐÔË÷Òý2(0¼¶)	Ä§·¨ÊôÐÔË÷Òý2(10¼¶)	Ä§·¨ÊôÐÔË÷Òý3(0¼¶)	Ä§·¨ÊôÐÔË÷Òý3(10¼¶)	Ä§·¨ÊôÐÔË÷Òý4(0¼¶)	Ä§·¨ÊôÐÔË÷Òý4(10¼¶)	Ä§·¨ÊôÐÔË÷Òý5(0¼¶)	Ä§·¨ÊôÐÔË÷Òý5(10¼¶)	Ä§·¨ÊôÐÔË÷Òý6(0¼¶)	Ä§·¨ÊôÐÔË÷Òý6(10¼¶)	ËùÔÚÌ××°	6¼¶¼¼ÄÜID	10¼¶¼¼ÄÜID	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ	»ù´¡±ø¼×Öµ	ÊÇ·ñ¿ÉÉýÐÇ×°±¸	¿ÉÏâÇ¶ÐÇ³½Ê¯ÊýÁ¿	×°±¸Í»ÆÆ×£¸£Öµ	×¢ÁéÎ»ÖÃÊýÁ¿	ÏÔÊ¾Í¼±êID
[HuyÒn Kim] Anh Hµo BÝ Linh Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash109yh.spr	32	2	1	Bé trang bÞ §­êng M«n Phi §ao cÊp Anh Hµo (5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									6131	6190	6127	6186	6133	6192	6144	6203	6150	6209	6147	6206	657			707	5	1669	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo BÝ Linh Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth122yh.spr	22	2	3	Bé trang bÞ §­êng M«n Phi §ao cÊp Anh Hµo (6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									6131	6190	6128	6187	6133	6192	6142	6201	6152	6211	6156	6215	657			707	6	6243	2831	3	11	11200					
[HuyÒn Kim] Anh Hµo BÝ Linh Phi §ao	0	1	1	\spr\item\equip\rangeweapon\obj-adart42yh.spr	15	1	1	Bé trang bÞ §­êng M«n Phi §ao cÊp Anh Hµo (7)	0	99999	10	0	28	44	44	29	100	100	167	-30	-30	31	99	99										36	120	39	2									6166	6225	6124	6183	6137	6196	6136	6195	6150	6209	6156	6215	657			707	7	6243	130	3	11	11200					
[HuyÒn Kim] Anh Hµo BÝ Linh L÷	0	5	1	\spr\item\equip\boots\obj-shoes122yh.spr	26	2	2	Bé trang bÞ §­êng M«n Phi §ao cÊp Anh Hµo (8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									6130	6189	6126	6185	6133	6192	6143	6202	6145	6204	6147	6206	657			707	8	6243	1415	3	11	11200					
[HuyÒn Kim] Anh Hµo BÝ Linh Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist109yh.spr	36	1	2	Bé trang bÞ §­êng M«n Phi §ao cÊp Anh Hµo (9)	1	99999	10	0																						36	120	39	2									6129	6188	6125	6184	6132	6191	6136	6195	6150	6209	6147	6206	657			707	9	1670	6245	3	11	11200					
[HuyÒn Kim] Anh Hµo BÝ Linh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	Bé trang bÞ §­êng M«n Phi §ao cÊp Anh Hµo (10)	3	99999	10	0																						36	120	39	2									6129	6188	6127	6186	6132	6191	6144	6203	6150	6209	6148	6207	657			707	10	130		3	11	11200					
[HuyÒn Kim] Anh Hµo Tµn V©n H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck109yh.spr	36	2	1	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (1)	4	99999	10	0																						36	120	39	2									6129	6188	6128	6187	6132	6191	6142	6201	6135	6194	6147	6206	658			708	1	1668	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Tµn V©n Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap122yh.spr	28	2	2	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									6131	6190	6124	6183	6133	6192	6136	6195	6150	6209	6156	6215	658			708	2	6245	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Tµn V©n Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (3)	2	99999	10	0																						36	120	39	2									6129	6188	6126	6185	6132	6191	6143	6202	6150	6209	6148	6207	658			708	3	130		3	11	11200					
[HuyÒn Kim] Anh Hµo Tµn V©n Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle109yh.spr	34	1	2	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									6130	6189	6125	6184	6133	6192	6136	6195	6150	6209	6147	6206	658			708	4	6243	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Tµn V©n Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash109yh.spr	32	2	1	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									6131	6190	6127	6186	6133	6192	6144	6203	6150	6209	6147	6206	658			708	5	1669	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Tµn V©n Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth122yh.spr	22	2	3	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									6131	6190	6128	6187	6133	6192	6142	6201	6152	6211	6156	6215	658			708	6	6243	2832	3	11	11200					
[HuyÒn Kim] Anh Hµo Tµn V©n TIÔn	0	1	2	\spr\item\equip\rangeweapon\obj-adart43yh.spr	17	2	2	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (7)	0	99999	10	0	28	46	46	29	102	102	167	-30	-30	31	99	99										36	120	39	2									6166	6225	6124	6183	6137	6196	6136	6195	6150	6209	6156	6215	658			708	7	6243	130	3	11	11200					
[HuyÒn Kim] Anh Hµo Tµn V©n L÷	0	5	1	\spr\item\equip\boots\obj-shoes122yh.spr	26	2	2	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									6130	6189	6126	6185	6133	6192	6143	6202	6145	6204	6147	6206	658			708	8	6243	1416	3	11	11200					
[HuyÒn Kim] Anh Hµo Tµn V©n Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist109yh.spr	36	1	2	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (9)	1	99999	10	0																						36	120	39	2									6129	6188	6125	6184	6132	6191	6136	6195	6150	6209	6147	6206	658			708	9	1672	6245	3	11	11200					
[HuyÒn Kim] Anh Hµo Tµn V©n H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (10)	3	99999	10	0																						36	120	39	2									6129	6188	6127	6186	6132	6191	6144	6203	6150	6209	6148	6207	658			708	10	130		3	11	11200					
[HuyÒn Kim] Anh Hµo Phi Tinh Liªn	0	4	1	\spr\item\equip\nick\obj-neck109yh.spr	36	2	1	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (1)	4	99999	10	0																						36	120	39	2									6129	6188	6128	6187	6132	6191	6142	6201	6135	6194	6147	6206	659			709	1	1668	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Phi Tinh Ph¸t Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap122yh.spr	28	2	2	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									6131	6190	6124	6183	6133	6192	6136	6195	6150	6209	6156	6215	659			709	2	6245	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Phi Tinh Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (3)	2	99999	10	0																						36	120	39	2									6129	6188	6126	6185	6132	6191	6143	6202	6150	6209	6148	6207	659			709	3	130		3	11	11200					
[HuyÒn Kim] Anh Hµo Phi Tinh Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle109yh.spr	34	1	2	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									6130	6189	6125	6184	6133	6192	6136	6195	6150	6209	6147	6206	659			709	4	6243	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Phi Tinh TriÒn Yªu	0	6	0	\spr\item\equip\sash\obj-sash109yh.spr	32	2	1	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									6131	6190	6127	6186	6133	6192	6144	6203	6150	6209	6147	6206	659			709	5	1669	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Phi Tinh Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth122yh.spr	22	2	3	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									6131	6190	6128	6187	6133	6192	6142	6201	6152	6211	6156	6215	659			709	6	6243	2833	3	11	11200					
[HuyÒn Kim] Anh Hµo Phi Tinh Tiªu	0	1	0	\spr\item\equip\rangeweapon\obj-adart44yh.spr	15	1	1	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (7)	0	99999	10	0	28	42	42	29	98	98	167	-30	-30	31	99	99										36	120	39	2									6166	6225	6124	6183	6137	6196	6136	6195	6150	6209	6156	6215	659			709	7	6243	130	3	11	11200					
[HuyÒn Kim] Anh Hµo Phi Tinh L÷	0	5	1	\spr\item\equip\boots\obj-shoes122yh.spr	26	2	2	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									6130	6189	6126	6185	6133	6192	6143	6202	6145	6204	6147	6206	659			709	8	6243	1417	3	11	11200					
[HuyÒn Kim] Anh Hµo Phi Tinh Trôy	0	9	1	\spr\item\equip\waist\obj-waist109yh.spr	34	1	2	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (9)	1	99999	10	0																						36	120	39	2									6129	6188	6125	6184	6132	6191	6136	6195	6150	6209	6147	6206	659			709	9	1674	6245	3	11	11200					
[HuyÒn Kim] Anh Hµo Phi Tinh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (10)	3	99999	10	0																						36	120	39	2									6129	6188	6127	6186	6132	6191	6144	6203	6150	6209	6148	6207	659			709	10	130		3	11	11200					
[HuyÒn Kim] Anh Hµo Tr­êng Phong H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck111yh.spr	36	2	1	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (1)	1	99999	10	0																						36	120	39	6									6129	6188	6128	6187	6132	6191	6142	6201	6135	6194	6147	6206	660			710	1	1676	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Tr­êng Phong §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap126yh.spr	28	2	2	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (2)	3	99999	10	0	30	360	360	31	85	85																36	120	39	6									6131	6190	6124	6183	6133	6192	6136	6195	6150	6209	6158	6217	660			710	2	6245	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Tr­êng Phong Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (3)	4	99999	10	0																						36	120	39	6									6129	6188	6126	6185	6132	6191	6143	6202	6150	6209	6148	6207	660			710	3	130		3	11	11200					
[HuyÒn Kim] Anh Hµo Tr­êng Phong Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle111yh.spr	34	1	2	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (4)	0	99999	10	0	30	135	135	31	80	80																36	120	39	6									6130	6189	6125	6184	6133	6192	6136	6195	6150	6209	6147	6206	660			710	4	6243	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Tr­êng Phong Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash111yh.spr	32	2	1	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (5)	2	99999	10	0	30	160	160	31	80	80																36	120	39	6									6131	6190	6127	6186	6133	6192	6144	6203	6150	6209	6147	6206	660			710	5	1677	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Tr­êng Phong C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth126yh.spr	22	2	3	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (6)	1	99999	10	0	30	720	720	31	90	90																36	120	39	6									6131	6190	6128	6187	6133	6192	6142	6201	6152	6211	6158	6217	660			710	6	6243	2834	3	11	11200					
[HuyÒn Kim] Anh Hµo Tr­êng Phong TriÒn Thñ	0	0	6	\spr\item\equip\weapon\obj-glove24yh.spr	9	1	2	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	120	39	6									6177	6236	6124	6183	6140	6199	6136	6195	6151	6210	6158	6217	660			710	7	6243	130	3	11	11200					
[HuyÒn Kim] Anh Hµo Tr­êng Phong Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes126yh.spr	26	2	2	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (8)	4	99999	10	0	30	160	160	31	80	80																36	120	39	6									6130	6189	6126	6185	6133	6192	6143	6202	6145	6204	6147	6206	660			710	8	1678	6245	3	11	11200					
[HuyÒn Kim] Anh Hµo Tr­êng Phong Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist111yh.spr	36	1	2	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (9)	0	99999	10	0																						36	120	39	6									6129	6188	6125	6184	6132	6191	6136	6195	6150	6209	6147	6206	660			710	9	6243	1418	3	11	11200					
[HuyÒn Kim] Anh Hµo Tr­êng Phong H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (10)	2	99999	10	0																						36	120	39	6									6129	6188	6127	6186	6132	6191	6144	6203	6150	6209	6148	6207	660			710	10	130		3	11	11200					
[HuyÒn Kim] Anh Hµo Liªn Hoa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck111yh.spr	36	2	1	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (1)	0	99999	10	0																						36	120	39	6									6129	6188	6128	6187	6132	6191	6142	6201	6135	6194	6147	6206	661			711	1	1680	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Liªn Hoa §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap126yh.spr	28	2	2	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	6									6131	6190	6124	6183	6133	6192	6136	6195	6150	6209	6158	6217	661			711	2	6245	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Liªn Hoa Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (3)	1	99999	10	0																						36	120	39	6									6129	6188	6126	6185	6132	6191	6143	6202	6150	6209	6148	6207	661			711	3	130		3	11	11200					
[HuyÒn Kim] Anh Hµo Liªn Hoa Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle111yh.spr	34	1	2	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	6									6130	6189	6125	6184	6133	6192	6136	6195	6150	6209	6147	6206	661			711	4	1681	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Liªn Hoa Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash111yh.spr	33	2	1	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	6									6131	6190	6127	6186	6133	6192	6144	6203	6150	6209	6147	6206	661			711	5	6243	1419	3	11	11200					
[HuyÒn Kim] Anh Hµo Liªn Hoa C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth126yh.spr	22	2	3	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	6									6131	6190	6128	6187	6133	6192	6142	6201	6152	6211	6158	6217	661			711	6	6243	2835	3	11	11200					
[HuyÒn Kim] Anh Hµo Liªn Hoa Tr­îng	0	0	2	\spr\item\equip\weapon\obj-spear34yh.spr	11	1	4	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (7)	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	120	39	6									6167	6226	6124	6183	6137	6196	6136	6195	6149	6208	6158	6217	661			711	7	6243	130	3	11	11200					
[HuyÒn Kim] Anh Hµo Liªn Hoa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes126yh.spr	26	2	2	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	6									6130	6189	6126	6185	6133	6192	6143	6202	6145	6204	6147	6206	661			711	8	6243	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo Liªn Hoa Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist111yh.spr	36	1	2	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (9)	3	99999	10	0																						36	120	39	6									6129	6188	6125	6184	6132	6191	6136	6195	6150	6209	6147	6206	661			711	9	1682	6245	3	11	11200					
[HuyÒn Kim] Anh Hµo Liªn Hoa H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (10)	4	99999	10	0																						36	120	39	6									6129	6188	6127	6186	6132	6191	6144	6203	6150	6209	6148	6207	661			711	10	130		3	11	11200					
[HuyÒn Kim] Anh Hµo LÖ ¢m H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck111yh.spr	36	2	1	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (1)	0	99999	10	0																						36	120	39	7									6129	6188	6128	6187	6132	6191	6142	6201	6135	6194	6147	6206	662			712	1	1684	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo LÖ ¢m Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap125yh.spr	28	2	2	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	7									6131	6190	6124	6183	6133	6192	6136	6195	6150	6209	6159	6218	662			712	2	6245	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo LÖ ¢m Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (3)	1	99999	10	0																						36	120	39	7									6129	6188	6126	6185	6132	6191	6143	6202	6150	6209	6148	6207	662			712	3	130		3	11	11200					
[HuyÒn Kim] Anh Hµo LÖ ¢m Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle111yh.spr	34	1	2	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	7									6130	6189	6125	6184	6133	6192	6136	6195	6150	6209	6147	6206	662			712	4	1685	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo LÖ ¢m Yªu §íi	0	6	1	\spr\item\equip\sash\obj-sash111yh.spr	33	2	1	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	7									6131	6190	6127	6186	6133	6192	6144	6203	6150	6209	6147	6206	662			712	5	6243	1420	3	11	11200					
[HuyÒn Kim] Anh Hµo LÖ ¢m Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth125yh.spr	23	2	3	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	7									6131	6190	6128	6187	6133	6192	6142	6201	6152	6211	6159	6218	662			712	6	6243	2836	3	11	11200					
[HuyÒn Kim] Anh Hµo LÖ ¢m Th­¬ng	0	0	3	\spr\item\equip\weapon\obj-staff33yh.spr	12	1	4	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	120	39	7									6168	6227	6124	6183	6137	6196	6136	6195	6149	6208	6159	6218	662			712	7	6243	130	3	11	11200					
[HuyÒn Kim] Anh Hµo LÖ ¢m Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes125yh.spr	26	2	2	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	7									6130	6189	6126	6185	6133	6192	6143	6202	6145	6204	6147	6206	662			712	8	6243	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo LÖ ¢m Béi	0	9	1	\spr\item\equip\waist\obj-waist111yh.spr	36	1	2	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (9)	3	99999	10	0																						36	120	39	7									6129	6188	6125	6184	6132	6191	6136	6195	6150	6209	6147	6206	662			712	9	1686	6245	3	11	11200					
[HuyÒn Kim] Anh Hµo LÖ ¢m H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (10)	4	99999	10	0																						36	120	39	7									6129	6188	6127	6186	6132	6191	6144	6203	6150	6209	6148	6207	662			712	10	130		3	11	11200					
[HuyÒn Kim] Anh Hµo NghiÖp Háa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck111yh.spr	36	2	1	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (1)	1	99999	10	0																						36	120	39	7									6129	6188	6128	6187	6132	6191	6142	6201	6135	6194	6147	6206	663			713	1	1688	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo NghiÖp Háa Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap125yh.spr	28	2	2	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (2)	3	99999	10	0	30	360	360	31	85	85																36	120	39	7									6131	6190	6124	6183	6133	6192	6136	6195	6150	6209	6159	6218	663			713	2	6245	1421	3	11	11200					
[HuyÒn Kim] Anh Hµo NghiÖp Háa Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (3)	4	99999	10	0																						36	120	39	7									6129	6188	6126	6185	6132	6191	6143	6202	6150	6209	6148	6207	663			713	3	130		3	11	11200					
[HuyÒn Kim] Anh Hµo NghiÖp Háa Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle111yh.spr	34	1	2	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (4)	0	99999	10	0	30	135	135	31	80	80																36	120	39	7									6130	6189	6125	6184	6133	6192	6136	6195	6150	6209	6147	6206	663			713	4	1689	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo NghiÖp Háa Yªu §íi	0	6	0	\spr\item\equip\sash\obj-sash111yh.spr	33	2	1	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (5)	2	99999	10	0	30	160	160	31	80	80																36	120	39	7									6131	6190	6127	6186	6133	6192	6144	6203	6150	6209	6147	6206	663			713	5	6243	6242	3	11	11200					
[HuyÒn Kim] Anh Hµo NghiÖp Háa Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth125yh.spr	23	2	3	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (6)	1	99999	10	0	30	720	720	31	90	90																36	120	39	7									6131	6190	6128	6187	6133	6192	6142	6201	6152	6211	6159	6218	663			713	6	6243	2837	3	11	11200					
[HuyÒn Kim] Anh Hµo NghiÖp Háa §ao	0	0	1	\spr\item\equip\weapon\obj-blade53yh.spr	10	1	4	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	120	39	7									6178	6237	6124	6183	6140	6199	6136	6195	6151	6210	6159	6218	663			713	7	6243	130	3	11	11200					
[HuyÒn Kim] Anh Hµo NghiÖp Háa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes125yh.spr	26	2	2	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (8)	4	99999	10	0	30	160	160	31	80	80																36	120	39	7									6130	6189	6126	6185	6133	6192	6143	6202	6145	6204	6147	6206	663			713	8	6243	6242	3	11	11200					
