效果	是否前缀	五行要求	等级要求	属性调整类别	参数1最小值	参数1最大值	参数2最小值	参数2最大值	参数3最小值	参数3最大值	效果说明
昆山灵石-增加冰防-1级				232	4	4	-1	-1	0	0	0
昆山灵石-增加火防-1级				230	4	4	-1	-1	0	0	0
昆山灵石-增加雷防-1级				229	4	4	-1	-1	0	0	0
昆山灵石-造成迟缓时间-1级				161	10	10	-1	-1	0	0	0
昆山灵石-造成中毒时间-1级				258	10	10	-1	-1	0	0	0
昆山灵石-造成眩晕时间-1级				220	6	6	-1	-1	0	0	0
昆山灵石-造成受伤时间-1级				219	2	2	-1	-1	0	0	0
昆山灵石-迟缓时间减少-1级				106	10	10	-1	-1	0	0	0
昆山灵石-中毒时间减少-1级				108	10	10	-1	-1	0	0	0
昆山灵石-眩晕时间减少-1级				110	6	6	-1	-1	0	0	0
昆山灵石-受伤时间减少-1级				245	2	2	-1	-1	0	0	0
昆山灵石-造成受伤概率-1级				259	2	2	-1	-1	0	0	0
昆山灵石-抵抗受伤概率-1级				260	2	2	-1	-1	0	0	0
昆山灵石-造成眩晕概率-1级				261	2	2	-1	-1	0	0	0
昆山灵石-抵抗眩晕概率-1级				262	2	2	-1	-1	0	0	0
昆山灵石-重击概率增加-1级				227	3	3	-1	-1	0	0	0
昆山灵石-抵抗重击概率-1级				271	3	3	-1	-1	0	0	0
昆山灵石-增加生命恢复效率-1级				190	6	6	-1	-1	0	0	0
昆山灵石-增加内力恢复效率-1级				248	6	6	-1	-1	0	0	0
昆山灵石-半秒生命恢复-1级				88	20	20	-1	-1	0	0	0
昆山灵石-半秒内力恢复-1级				92	20	20	-1	-1	0	0	0
昆山灵石-生命最大值-1级				234	16	16	-1	-1	0	0	0
昆山灵石-内力最大值-1级				236	16	16	-1	-1	0	0	0
昆山灵石-生命点数-1级				233	1600	1600	-1	-1	0	0	0
昆山灵石-内力点数-1级				235	1600	1600	-1	-1	0	0	0
昆山灵石-重击效果-1级				304	6	6	-1	-1	0	0	0
昆山灵石-抵抗重击效果-1级				305	6	6	-1	-1	0	0	0
昆山灵石-对攻击技能加成-1级				243	30	30	-1	-1	0	0	0
昆山灵石-忽略全抗-1级				268	3	3	-1	-1	0	0	0
昆山灵石-抵消伤害-1级				237	10	10	-1	-1	0	0	0
昆山灵石-加深伤害-1级				269	10	10	-1	-1	0	0	0
昆山灵石-格挡概率-1级				226	1	1	-1	-1	0	0	0
昆山灵石-拆解格挡概率-1级				270	1	1	-1	-1	0	0	0
昆山灵石-忽略对手毒防-2级				264	6	6	-1	-1	0	0	0
昆山灵石-忽略对手火防-2级				266	6	6	-1	-1	0	0	0
昆山灵石-忽略对手普防-2级				263	6	6	-1	-1	0	0	0
昆山灵石-忽略对手冰防-2级				265	6	6	-1	-1	0	0	0
昆山灵石-忽略对手雷防-2级				267	6	6	-1	-1	0	0	0
昆山灵石-增加毒防-2级				228	7	7	-1	-1	0	0	0
昆山灵石-增加普防-2级				231	7	7	-1	-1	0	0	0
昆山灵石-增加冰防-2级				232	7	7	-1	-1	0	0	0
昆山灵石-增加火防-2级				230	7	7	-1	-1	0	0	0
昆山灵石-增加雷防-2级				229	7	7	-1	-1	0	0	0
昆山灵石-造成迟缓时间-2级				161	12	12	-1	-1	0	0	0
昆山灵石-造成中毒时间-2级				258	12	12	-1	-1	0	0	0
昆山灵石-造成眩晕时间-2级				220	8	8	-1	-1	0	0	0
昆山灵石-造成受伤时间-2级				219	4	4	-1	-1	0	0	0
昆山灵石-迟缓时间减少-2级				106	12	12	-1	-1	0	0	0
昆山灵石-中毒时间减少-2级				108	12	12	-1	-1	0	0	0
昆山灵石-眩晕时间减少-2级				110	8	8	-1	-1	0	0	0
昆山灵石-受伤时间减少-2级				245	4	4	-1	-1	0	0	0
昆山灵石-造成受伤概率-2级				259	4	4	-1	-1	0	0	0
昆山灵石-抵抗受伤概率-2级				260	4	4	-1	-1	0	0	0
昆山灵石-造成眩晕概率-2级				261	4	4	-1	-1	0	0	0
昆山灵石-抵抗眩晕概率-2级				262	4	4	-1	-1	0	0	0
昆山灵石-重击概率增加-2级				227	5	5	-1	-1	0	0	0
昆山灵石-抵抗重击概率-2级				271	5	5	-1	-1	0	0	0
昆山灵石-增加生命恢复效率-2级				190	8	8	-1	-1	0	0	0
昆山灵石-增加内力恢复效率-2级				248	8	8	-1	-1	0	0	0
昆山灵石-半秒生命恢复-2级				88	70	70	-1	-1	0	0	0
昆山灵石-半秒内力恢复-2级				92	70	70	-1	-1	0	0	0
昆山灵石-生命最大值-2级				234	21	21	-1	-1	0	0	0
昆山灵石-内力最大值-2级				236	21	21	-1	-1	0	0	0
昆山灵石-生命点数-2级				233	2100	2100	-1	-1	0	0	0
昆山灵石-内力点数-2级				235	2100	2100	-1	-1	0	0	0
昆山灵石-重击效果-2级				304	8	8	-1	-1	0	0	0
昆山灵石-抵抗重击效果-2级				305	8	8	-1	-1	0	0	0
昆山灵石-对攻击技能加成-2级				243	40	40	-1	-1	0	0	0
昆山灵石-忽略全抗-2级				268	5	5	-1	-1	0	0	0
昆山灵石-抵消伤害-2级				237	14	14	-1	-1	0	0	0
昆山灵石-加深伤害-2级				269	14	14	-1	-1	0	0	0
昆山灵石-格挡概率-2级				226	3	3	-1	-1	0	0	0
昆山灵石-拆解格挡概率-2级				270	3	3	-1	-1	0	0	0
昆山灵石-忽略对手毒防-3级				264	8	8	-1	-1	0	0	0
昆山灵石-忽略对手火防-3级				266	8	8	-1	-1	0	0	0
昆山灵石-忽略对手普防-3级				263	8	8	-1	-1	0	0	0
昆山灵石-忽略对手冰防-3级				265	8	8	-1	-1	0	0	0
昆山灵石-忽略对手雷防-3级				267	8	8	-1	-1	0	0	0
昆山灵石-增加毒防-3级				228	10	10	-1	-1	0	0	0
昆山灵石-增加普防-3级				231	10	10	-1	-1	0	0	0
昆山灵石-增加冰防-3级				232	10	10	-1	-1	0	0	0
昆山灵石-增加火防-3级				230	10	10	-1	-1	0	0	0
昆山灵石-增加雷防-3级				229	10	10	-1	-1	0	0	0
昆山灵石-造成迟缓时间-3级				161	14	14	-1	-1	0	0	0
昆山灵石-造成中毒时间-3级				258	14	14	-1	-1	0	0	0
昆山灵石-造成眩晕时间-3级				220	10	10	-1	-1	0	0	0
昆山灵石-造成受伤时间-3级				219	6	6	-1	-1	0	0	0
昆山灵石-迟缓时间减少-3级				106	14	14	-1	-1	0	0	0
昆山灵石-中毒时间减少-3级				108	14	14	-1	-1	0	0	0
昆山灵石-眩晕时间减少-3级				110	10	10	-1	-1	0	0	0
昆山灵石-受伤时间减少-3级				245	6	6	-1	-1	0	0	0
昆山灵石-造成受伤概率-3级				259	6	6	-1	-1	0	0	0
昆山灵石-抵抗受伤概率-3级				260	6	6	-1	-1	0	0	0
昆山灵石-造成眩晕概率-3级				261	6	6	-1	-1	0	0	0
昆山灵石-抵抗眩晕概率-3级				262	6	6	-1	-1	0	0	0
昆山灵石-重击概率增加-3级				227	7	7	-1	-1	0	0	0
昆山灵石-抵抗重击概率-3级				271	7	7	-1	-1	0	0	0
昆山灵石-增加生命恢复效率-3级				190	10	10	-1	-1	0	0	0
昆山灵石-增加内力恢复效率-3级				248	10	10	-1	-1	0	0	0
昆山灵石-半秒生命恢复-3级				88	120	120	-1	-1	0	0	0
昆山灵石-半秒内力恢复-3级				92	120	120	-1	-1	0	0	0
昆山灵石-生命最大值-3级				234	26	26	-1	-1	0	0	0
昆山灵石-内力最大值-3级				236	26	26	-1	-1	0	0	0
昆山灵石-生命点数-3级				233	2600	2600	-1	-1	0	0	0
昆山灵石-内力点数-3级				235	2600	2600	-1	-1	0	0	0
昆山灵石-重击效果-3级				304	10	10	-1	-1	0	0	0
昆山灵石-抵抗重击效果-3级				305	10	10	-1	-1	0	0	0
昆山灵石-对攻击技能加成-3级				243	50	50	-1	-1	0	0	0
昆山灵石-忽略全抗-3级				268	7	7	-1	-1	0	0	0
昆山灵石-抵消伤害-3级				237	18	18	-1	-1	0	0	0
昆山灵石-加深伤害-3级				269	18	18	-1	-1	0	0	0
昆山灵石-格挡概率-3级				226	5	5	-1	-1	0	0	0
昆山灵石-拆解格挡概率-3级				270	5	5	-1	-1	0	0	0
昆山灵石-忽略对手毒防-4级				264	10	10	-1	-1	0	0	0
昆山灵石-忽略对手火防-4级				266	10	10	-1	-1	0	0	0
昆山灵石-忽略对手普防-4级				263	10	10	-1	-1	0	0	0
昆山灵石-忽略对手冰防-4级				265	10	10	-1	-1	0	0	0
昆山灵石-忽略对手雷防-4级				267	10	10	-1	-1	0	0	0
昆山灵石-增加毒防-4级				228	13	13	-1	-1	0	0	0
昆山灵石-增加普防-4级				231	13	13	-1	-1	0	0	0
昆山灵石-增加冰防-4级				232	13	13	-1	-1	0	0	0
昆山灵石-增加火防-4级				230	13	13	-1	-1	0	0	0
昆山灵石-增加雷防-4级				229	13	13	-1	-1	0	0	0
昆山灵石-造成迟缓时间-4级				161	16	16	-1	-1	0	0	0
昆山灵石-造成中毒时间-4级				258	16	16	-1	-1	0	0	0
昆山灵石-造成眩晕时间-4级				220	12	12	-1	-1	0	0	0
昆山灵石-造成受伤时间-4级				219	8	8	-1	-1	0	0	0
昆山灵石-迟缓时间减少-4级				106	16	16	-1	-1	0	0	0
昆山灵石-中毒时间减少-4级				108	16	16	-1	-1	0	0	0
昆山灵石-眩晕时间减少-4级				110	12	12	-1	-1	0	0	0
昆山灵石-受伤时间减少-4级				245	8	8	-1	-1	0	0	0
昆山灵石-造成受伤概率-4级				259	8	8	-1	-1	0	0	0
昆山灵石-抵抗受伤概率-4级				260	8	8	-1	-1	0	0	0
昆山灵石-造成眩晕概率-4级				261	8	8	-1	-1	0	0	0
昆山灵石-抵抗眩晕概率-4级				262	8	8	-1	-1	0	0	0
昆山灵石-重击概率增加-4级				227	9	9	-1	-1	0	0	0
昆山灵石-抵抗重击概率-4级				271	9	9	-1	-1	0	0	0
昆山灵石-增加生命恢复效率-4级				190	12	12	-1	-1	0	0	0
昆山灵石-增加内力恢复效率-4级				248	12	12	-1	-1	0	0	0
昆山灵石-半秒生命恢复-4级				88	170	170	-1	-1	0	0	0
昆山灵石-半秒内力恢复-4级				92	170	170	-1	-1	0	0	0
昆山灵石-生命最大值-4级				234	31	31	-1	-1	0	0	0
昆山灵石-内力最大值-4级				236	31	31	-1	-1	0	0	0
昆山灵石-生命点数-4级				233	3100	3100	-1	-1	0	0	0
昆山灵石-内力点数-4级				235	3100	3100	-1	-1	0	0	0
昆山灵石-重击效果-4级				304	12	12	-1	-1	0	0	0
昆山灵石-抵抗重击效果-4级				305	12	12	-1	-1	0	0	0
昆山灵石-对攻击技能加成-4级				243	60	60	-1	-1	0	0	0
昆山灵石-忽略全抗-4级				268	9	9	-1	-1	0	0	0
昆山灵石-抵消伤害-4级				237	22	22	-1	-1	0	0	0
昆山灵石-加深伤害-4级				269	22	22	-1	-1	0	0	0
昆山灵石-格挡概率-4级				226	7	7	-1	-1	0	0	0
昆山灵石-拆解格挡概率-4级				270	7	7	-1	-1	0	0	0
五行阵首通-生命最大值				233	5200	5200	-1	-1	0	0	0
五行阵首通-所有抗性				241	50	50	-1	-1	0	0	0
五行阵首通-眩晕时间减少				110	20	20	-1	-1	0	0	0
五行阵首通-抵消伤害				237	30	30	-1	-1	0	0	0
五行阵首通-攻击技能加成				243	30	30	-1	-1	0	0	0
五行阵首通-所有武功				139	2	2	-1	-1	0	0	0
天骄披风-生命				233	1500	1500	-1	-1	0	0	0
天骄披风-拆解格挡				270	5	5	-1	-1	0	0	0
天骄披风-攻击技能加成				243	75	75	-1	-1	0	0	0
天骄披风-加深伤害				269	125	125	-1	-1	0	0	0
天骄披风-重击概率				227	6	6	-1	-1	0	0	0
天骄面具-生命				233	2425	2425	-1	-1	0	0	0
天骄面具-伤害加深				269	200	200	-1	-1	0	0	0
天骄面具-格挡增加				226	10	10	-1	-1	0	0	0
夺寨扬旗1				139	1	1	-1	-1	1939	1939	0
武魂堂盾法1				139	1	1	-1	-1	1930	1930	0
镇边陲1				139	1	1	-1	-1	1933	1933	0
挥师灭虏1				139	1	1	-1	-1	1935	1935	0
请缨提锐旅1				139	1	1	-1	-1	1931	1931	0
长缨挥斥1				139	1	1	-1	-1	1980	1980	0
武魂堂刀法1				139	1	1	-1	-1	1981	1981	0
渴饮匈奴血1				139	1	1	-1	-1	1989	1989	0
铲奸除佞1				139	1	1	-1	-1	1991	1991	0
撼山击1				139	1	1	-1	-1	1983	1983	0
夺寨扬旗2				139	2	2	-1	-1	1939	1939	0
武魂堂盾法2				139	2	2	-1	-1	1930	1930	0
镇边陲2				139	2	2	-1	-1	1933	1933	0
挥师灭虏2				139	2	2	-1	-1	1935	1935	0
请缨提锐旅2				139	2	2	-1	-1	1931	1931	0
长缨挥斥2				139	2	2	-1	-1	1980	1980	0
武魂堂刀法2				139	2	2	-1	-1	1981	1981	0
渴饮匈奴血2				139	2	2	-1	-1	1989	1989	0
铲奸除佞2				139	2	2	-1	-1	1991	1991	0
撼山击2				139	2	2	-1	-1	1983	1983	0
夺寨扬旗3				139	3	3	-1	-1	1939	1939	0
武魂堂盾法3				139	3	3	-1	-1	1930	1930	0
镇边陲3				139	3	3	-1	-1	1933	1933	0
挥师灭虏3				139	3	3	-1	-1	1935	1935	0
请缨提锐旅3				139	3	3	-1	-1	1931	1931	0
长缨挥斥3				139	3	3	-1	-1	1980	1980	0
武魂堂刀法3				139	3	3	-1	-1	1981	1981	0
渴饮匈奴血3				139	3	3	-1	-1	1989	1989	0
铲奸除佞3				139	3	3	-1	-1	1991	1991	0
撼山击3				139	3	3	-1	-1	1983	1983	0
背挂-蓝量-1级				235	570	570	-1	-1	0	0	0
背挂-蓝量-2级				235	680	680	-1	-1	0	0	0
背挂-蓝量-3级				235	790	790	-1	-1	0	0	0
背挂-蓝量-4级				235	900	900	-1	-1	0	0	0
背挂-蓝量-5级				235	1010	1010	-1	-1	0	0	0
背挂-蓝量-6级				235	1140	1140	-1	-1	0	0	0
背挂-蓝量-7级				235	1270	1270	-1	-1	0	0	0
背挂-蓝量-8级				235	1400	1400	-1	-1	0	0	0
背挂-蓝量-9级				235	1530	1530	-1	-1	0	0	0
背挂-蓝量-10级				235	1700	1700	-1	-1	0	0	0
背挂-蓝量-11级				235	1830	1830	-1	-1	0	0	0
背挂-蓝量-12级				235	1980	1980	-1	-1	0	0	0
背挂-蓝量-13级				235	2130	2130	-1	-1	0	0	0
背挂-蓝量-14级				235	2280	2280	-1	-1	0	0	0
背挂-蓝量-15级				235	2430	2430	-1	-1	0	0	0
背挂-蓝量-16级				235	2580	2580	-1	-1	0	0	0
背挂-蓝量-17级				235	2730	2730	-1	-1	0	0	0
背挂-蓝量-18级				235	2900	2900	-1	-1	0	0	0
背挂-蓝量-19级				235	3070	3070	-1	-1	0	0	0
背挂-蓝量-20级				235	3280	3280	-1	-1	0	0	0
背挂-蓝量-21级				235	3450	3450	-1	-1	0	0	0
背挂-蓝量-22级				235	3620	3620	-1	-1	0	0	0
背挂-蓝量-23级				235	3790	3790	-1	-1	0	0	0
背挂-蓝量-24级				235	3980	3980	-1	-1	0	0	0
背挂-蓝量-25级				235	4170	4170	-1	-1	0	0	0
背挂-蓝量-26级				235	4360	4360	-1	-1	0	0	0
背挂-蓝量-27级				235	4550	4550	-1	-1	0	0	0
背挂-蓝量-28级				235	4740	4740	-1	-1	0	0	0
背挂-蓝量-29级				235	4930	4930	-1	-1	0	0	0
背挂-蓝量-30级				235	5180	5180	-1	-1	0	0	0
背挂-蓝量-31级				235	5390	5390	-1	-1	0	0	0
背挂-蓝量-32级				235	5600	5600	-1	-1	0	0	0
背挂-蓝量-33级				235	5810	5810	-1	-1	0	0	0
背挂-蓝量-34级				235	6020	6020	-1	-1	0	0	0
背挂-蓝量-35级				235	6230	6230	-1	-1	0	0	0
背挂-蓝量-36级				235	6460	6460	-1	-1	0	0	0
背挂-蓝量-37级				235	6690	6690	-1	-1	0	0	0
背挂-蓝量-38级				235	6920	6920	-1	-1	0	0	0
背挂-蓝量-39级				235	7150	7150	-1	-1	0	0	0
背挂-蓝量-40级				235	7420	7420	-1	-1	0	0	0
背挂-蓝量-41级				235	7650	7650	-1	-1	0	0	0
背挂-蓝量-42级				235	7900	7900	-1	-1	0	0	0
背挂-蓝量-43级				235	8150	8150	-1	-1	0	0	0
背挂-蓝量-44级				235	8400	8400	-1	-1	0	0	0
背挂-蓝量-45级				235	8650	8650	-1	-1	0	0	0
背挂-蓝量-46级				235	8900	8900	-1	-1	0	0	0
背挂-蓝量-47级				235	9150	9150	-1	-1	0	0	0
背挂-蓝量-48级				235	9420	9420	-1	-1	0	0	0
背挂-蓝量-49级				235	9690	9690	-1	-1	0	0	0
背挂-蓝量-50级				235	10000	10000	-1	-1	0	0	0
黄金日曜-毒防				228	100	105	-1	-1	0	0	0
黄金日曜-雷防				229	100	105	-1	-1	0	0	0
黄金日曜-火防				230	100	105	-1	-1	0	0	0
黄金日曜-普防				231	100	105	-1	-1	0	0	0
黄金日曜-冰防				232	100	105	-1	-1	0	0	0
黄金日曜-生命最大值点数1				233	1980	2060	-1	-1	0	0	0
黄金日曜-生命最大值点数2				233	2060	2140	-1	-1	0	0	0
黄金日曜-生命最大值百分比				234	165	175	-1	-1	0	0	0
黄金日曜-内力最大值点数1				235	1490	1570	-1	-1	0	0	0
黄金日曜-内力最大值点数2				235	1570	1650	-1	-1	0	0	0
黄金日曜-内力最大值百分比				236	125	135	-1	-1	0	0	0
黄金日曜-全抗				241	46	48	-1	-1	0	0	0
黄金日曜-抵消伤害				237	100	105	-1	-1	0	0	0
黄金日曜-普攻点数				121	170	180	-1	-1	0	0	0
黄金日曜-内毒点数				172	850	900	-1	-1	0	0	0
黄金日曜-内冰点数				169	4250	4500	-1	-1	0	0	0
黄金日曜-内火点数				170	4250	4500	-1	-1	0	0	0
黄金日曜-内雷点数				171	4250	4500	-1	-1	0	0	0
黄金日曜-减少中毒时间				108	105	115	-1	-1	0	0	0
黄金日曜-减少眩晕时间				110	105	115	-1	-1	0	0	0
黄金日曜-减少迟缓时间				106	105	115	-1	-1	0	0	0
黄金日曜-移速				111	115	120	-1	-1	0	0	0
黄金日曜-重击概率（格斗系）				227	9	10	-1	-1	0	0	0
黄金日曜-格挡概率				226	9	10	-1	-1	0	0	0
黄金日曜-外冰点数				123	210	220	-1	-1	0	0	0
黄金日曜-攻击技能加成				243	115	120	-1	-1	0	0	0
黄金日曜-攻击技能加成（内功系武器）				243	155	160	-1	-1	0	0	0
黄金日曜-减少受伤动作时间				245	76	82	-1	-1	0	0	0
黄金日曜-反弹				120	17	19	-1	-1	0	0	0
黄金日曜-减少毒发间隔				164	17	19	-1	-1	0	0	0
黄金日曜-重击概率（唐门）				227	7	9	-1	-1	0	0	0
黄金日曜-造成迟缓时间				161	78	88	-1	-1	0	0	0
黄金日曜-加深伤害				269	75	80	-1	-1	0	0	0
黄金日曜-抵消格挡概率				270	7	9	-1	-1	0	0	0
黄金日曜-照成眩晕概率				261	14	16	-1	-1	0	0	0
黄金日曜-增加眩晕时间				220	37	42	-1	-1	0	0	0
黄金日曜-少林攻速				239	177	237	-1	-1	0	0	0
黄金日曜-剑峨眉攻速				239	177	237	-1	-1	0	0	0
黄金日曜-刀翠烟攻速				239	177	237	-1	-1	0	0	0
黄金日曜-刀五毒攻速				239	139	185	-1	-1	0	0	0
黄金日曜-唐门攻速				239	258	381	-1	-1	0	0	0
黄金日曜-棍丐帮攻速				239	168	245	-1	-1	0	0	0
黄金日曜-矛天忍攻速				239	213	327	-1	-1	0	0	0
黄金日曜-剑武当攻速				239	177	237	-1	-1	0	0	0
黄金日曜-刀昆仑攻速				239	231	315	-1	-1	0	0	0
黄金日曜-剑华山攻速				239	136	193	-1	-1	0	0	0
黄金日曜-武魂堂攻速				239	168	245	-1	-1	0	0	0
黄金日曜-掌峨眉攻速				240	177	237	-1	-1	0	0	0
黄金日曜-双刀翠烟攻速				240	177	237	-1	-1	0	0	0
黄金日曜-掌五毒攻速				240	139	185	-1	-1	0	0	0
黄金日曜-掌丐帮攻速				240	168	245	-1	-1	0	0	0
黄金日曜-刀天忍攻速				240	139	185	-1	-1	0	0	0
黄金日曜-拳武当攻速				240	139	185	-1	-1	0	0	0
黄金日曜-剑昆仑攻速				240	177	237	-1	-1	0	0	0
黄金日曜-气华山攻速				240	139	185	-1	-1	0	0	0
玄金日曜-毒防				228	105	110	-1	-1	0	0	0
玄金日曜-雷防				229	105	110	-1	-1	0	0	0
玄金日曜-火防				230	105	110	-1	-1	0	0	0
玄金日曜-普防				231	105	110	-1	-1	0	0	0
玄金日曜-冰防				232	105	110	-1	-1	0	0	0
玄金日曜-生命最大值点数1				233	2080	2160	-1	-1	0	0	0
玄金日曜-生命最大值点数2				233	2160	2240	-1	-1	0	0	0
玄金日曜-生命最大值百分比				234	170	180	-1	-1	0	0	0
玄金日曜-内力最大值点数1				235	1540	1620	-1	-1	0	0	0
玄金日曜-内力最大值点数2				235	1620	1700	-1	-1	0	0	0
玄金日曜-内力最大值百分比				236	130	140	-1	-1	0	0	0
玄金日曜-全抗				241	48	50	-1	-1	0	0	0
玄金日曜-抵消伤害				237	105	110	-1	-1	0	0	0
玄金日曜-普攻点数				121	175	185	-1	-1	0	0	0
玄金日曜-内毒点数				172	875	925	-1	-1	0	0	0
玄金日曜-内冰点数				169	4375	4625	-1	-1	0	0	0
玄金日曜-内火点数				170	4375	4625	-1	-1	0	0	0
玄金日曜-内雷点数				171	4375	4625	-1	-1	0	0	0
玄金日曜-减少中毒时间				108	110	120	-1	-1	0	0	0
玄金日曜-减少眩晕时间				110	110	120	-1	-1	0	0	0
玄金日曜-减少迟缓时间				106	110	120	-1	-1	0	0	0
玄金日曜-移速				111	115	120	-1	-1	0	0	0
玄金日曜-重击概率（格斗系）				227	10	11	-1	-1	0	0	0
玄金日曜-格挡概率				226	9	10	-1	-1	0	0	0
玄金日曜-外冰点数				123	220	230	-1	-1	0	0	0
玄金日曜-攻击技能加成				243	125	130	-1	-1	0	0	0
玄金日曜-攻击技能加成（内功系武器）				243	165	170	-1	-1	0	0	0
玄金日曜-减少受伤动作时间				245	80	86	-1	-1	0	0	0
玄金日曜-反弹				120	18	20	-1	-1	0	0	0
玄金日曜-减少毒发间隔				164	18	20	-1	-1	0	0	0
玄金日曜-重击概率（唐门）				227	8	10	-1	-1	0	0	0
玄金日曜-造成迟缓时间				161	82	92	-1	-1	0	0	0
玄金日曜-加深伤害				269	80	85	-1	-1	0	0	0
玄金日曜-抵消格挡概率				270	8	10	-1	-1	0	0	0
玄金日曜-照成眩晕概率				261	15	17	-1	-1	0	0	0
玄金日曜-增加眩晕时间				220	42	47	-1	-1	0	0	0
玄金日曜-少林攻速				239	177	237	-1	-1	0	0	0
玄金日曜-剑峨眉攻速				239	177	237	-1	-1	0	0	0
玄金日曜-刀翠烟攻速				239	177	237	-1	-1	0	0	0
玄金日曜-刀五毒攻速				239	139	185	-1	-1	0	0	0
玄金日曜-唐门攻速				239	258	381	-1	-1	0	0	0
玄金日曜-棍丐帮攻速				239	168	245	-1	-1	0	0	0
玄金日曜-矛天忍攻速				239	213	327	-1	-1	0	0	0
玄金日曜-剑武当攻速				239	177	237	-1	-1	0	0	0
玄金日曜-刀昆仑攻速				239	231	315	-1	-1	0	0	0
玄金日曜-剑华山攻速				239	136	193	-1	-1	0	0	0
玄金日曜-武魂堂攻速				239	168	245	-1	-1	0	0	0
玄金日曜-掌峨眉攻速				240	177	237	-1	-1	0	0	0
玄金日曜-双刀翠烟攻速				240	177	237	-1	-1	0	0	0
玄金日曜-掌五毒攻速				240	139	185	-1	-1	0	0	0
玄金日曜-掌丐帮攻速				240	168	245	-1	-1	0	0	0
玄金日曜-刀天忍攻速				240	139	185	-1	-1	0	0	0
玄金日曜-拳武当攻速				240	139	185	-1	-1	0	0	0
玄金日曜-剑昆仑攻速				240	177	237	-1	-1	0	0	0
玄金日曜-气华山攻速				240	139	185	-1	-1	0	0	0
日曜套装属性-重击概率				227	6	7	-1	-1	0	0	0
日曜套装属性-生命回复效率				190	12	12	-1	-1	0	0	0
日曜套装属性-内力回复效率				248	10	10	-1	-1	0	0	0
日曜套装属性-抵消格挡概率				270	7	8	-1	-1	0	0	0
日曜套装属性-外功系普比				126	50	50	-1	-1	0	0	0
飒露紫光环				139	1	1	-1	-1	1963	1963	0
飒露紫-生命最大值百分比				234	100	100	-1	-1	0	0	0
临时符-造成受伤概率				259	12	12	-1	-1	0	0	0
临时符-格挡概率				226	10	10	-1	-1	0	0	0
临时符-拆解格挡概率				270	12	12	-1	-1	0	0	0
凡品秘籍基础属性-对战技大力金刚掌技能等级+1				139	1	1	-1	-1	2030	2030	0
凡品秘籍基础属性-对战技韦陀献杵技能等级+1				139	1	1	-1	-1	2034	2034	0
凡品秘籍基础属性-对战技叁戒归禅技能等级+1				139	1	1	-1	-1	2032	2032	0
凡品秘籍基础属性-对战技纵横八荒技能等级+1				139	1	1	-1	-1	2036	2036	0
凡品秘籍基础属性-对战技霸王錾金技能等级+1				139	1	1	-1	-1	2041	2041	0
凡品秘籍基础属性-对战技豪雄斩技能等级+1				139	1	1	-1	-1	2038	2038	0
凡品秘籍基础属性-对战技剑花挽晶技能等级+1				139	1	1	-1	-1	2057	2057	0
凡品秘籍基础属性-对战技冰雨珞晶技能等级+1				139	1	1	-1	-1	2060	2060	0
凡品秘籍基础属性-对战技冰雀越枝技能等级+1				139	1	1	-1	-1	2062	2062	0
凡品秘籍基础属性-对战技水映曼秀技能等级+1				139	1	1	-1	-1	2064	2064	0
凡品秘籍基础属性-对战技形销骨立技能等级+1				139	1	1	-1	-1	2053	2053	0
凡品秘籍基础属性-对战技幽魂噬影技能等级+1				139	1	1	-1	-1	2050	2050	0
凡品秘籍基础属性-对战技无影穿技能等级+1				139	1	1	-1	-1	2043	2043	0
凡品秘籍基础属性-对战技铁莲四杀技能等级+1				139	1	1	-1	-1	2047	2047	0
凡品秘籍基础属性-对战技乾坤一掷技能等级+1				139	1	1	-1	-1	2046	2046	0
凡品秘籍基础属性-对战技时乘六龙技能等级+1				139	1	1	-1	-1	2001	2001	0
凡品秘籍基础属性-对战技棒迥掠地技能等级+1				139	1	1	-1	-1	2000	2000	0
凡品秘籍基础属性-对战技江海怒澜技能等级+1				139	1	1	-1	-1	2003	2003	0
凡品秘籍基础属性-对战技疾火燎原技能等级+1				139	1	1	-1	-1	2002	2002	0
凡品秘籍基础属性-对战技造化太清技能等级+1				139	1	1	-1	-1	2016	2016	0
凡品秘籍基础属性-对战技剑垂星河技能等级+1				139	1	1	-1	-1	2015	2015	0
凡品秘籍基础属性-对战技九天罡风技能等级+1				139	1	1	-1	-1	2011	2011	0
凡品秘籍基础属性-对战技天雷震岳技能等级+1				139	1	1	-1	-1	2013	2013	0
凡品秘籍基础属性-对战技摩云剑气技能等级+1				139	1	1	-1	-1	2068	2068	0
凡品秘籍基础属性-对战技九剑合一技能等级+1				139	1	1	-1	-1	2066	2066	0
凡品秘籍基础属性-对战技挥师灭虏技能等级+1				139	1	1	-1	-1	2008	2008	0
凡品秘籍基础属性-对战技铲奸除佞技能等级+1				139	1	1	-1	-1	2005	2005	0
凡品秘籍基础属性-破势1星				307	60	100	-1	-1	0	0	0
凡品秘籍基础属性-破势2星				307	80	125	-1	-1	0	0	0
凡品秘籍基础属性-破势3星				307	100	150	-1	-1	0	0	0
凡品秘籍基础属性-破势4星				307	135	190	-1	-1	0	0	0
凡品秘籍基础属性-破势5星				307	170	230	-1	-1	0	0	0
凡品秘籍基础属性-破势6星				307	205	270	-1	-1	0	0	0
凡品秘籍基础属性-破势7星				307	250	300	-1	-1	0	0	0
凡品秘籍基础属性-破势8星				307	250	300	-1	-1	0	0	0
